,ID,ID_ORIGINAL,Age,Household_Size,Spy,Satisfaction_Level,Household_Income,Gender,Foreign_Citizenship,Frequent_Traveler,Cellphone_Usage,Occupation,Political_Participation,Social_Person,Area_Residence,Military_Service
16,1016,464921,35.0,5.0,1.0,1.0,7000.0,Male,Yes,No,Average,Government,No involvement,Yes,Country-side,Never
17,1017,464875,42.0,2.0,1.0,3.0,8261.0,Male,Yes,No,Low,Private company,Strong involvement,Yes,Country-side,Never
18,1018,459133,23.0,3.0,0.0,1.0,8261.0,Male,No,No,Low,Private company,Strong involvement,Yes,Country-side,Never
19,1019,462226,26.0,4.0,0.0,1.0,15827.0,Male,Yes,No,Low,Private company,nan,Yes,Country-side,Never
20,1020,462844,30.0,2.0,0.0,2.0,7000.0,Female,Yes,No,Average,Private company,No involvement,No,City,Never
21,1021,463163,26.0,2.0,0.0,2.0,9522.0,Male,No,No,Low,Public company,No involvement,Yes,City,Never
22,1022,462866,56.0,1.0,0.0,6.0,7000.0,Male,Yes,Yes,Low,Government,No involvement,No,City,Never
23,1023,460264,35.0,4.0,0.0,1.0,7000.0,Female,Yes,Yes,Low,Private company,Strong involvement,Yes,City,Intervention in Syria
24,1024,463434,25.0,2.0,0.0,2.0,7000.0,Female,Yes,No,Average,Private company,No involvement,No,City,Never
25,1025,460414,33.0,1.0,0.0,4.0,7000.0,Female,No,Yes,Low,Private company,Some involvement,No,City,Never
26,1026,465377,26.0,4.0,0.0,2.0,13305.0,Male,Yes,Yes,Average,Private company,nan,No,City,Never
27,1027,464201,30.0,9.0,1.0,1.0,7000.0,Female,No,No,Low,Private company,Some involvement,No,City,Never
28,1028,463548,18.0,4.0,0.0,1.0,10783.0,Female,No,No,Low,Private company,Some involvement,Yes,Country-side,Never
29,1029,466305,31.0,3.0,1.0,2.0,8261.0,Male,No,No,Low,Private company,Some involvement,Yes,City,Never
30,1030,463245,37.0,2.0,0.0,2.0,18349.0,Male,Yes,Yes,Average,Private company,Strong involvement,No,City,Never
31,1031,459117,66.0,2.0,1.0,4.0,8261.0,Male,Yes,Yes,High,Private company,nan,No,City,Never
32,1032,466168,45.0,3.0,1.0,2.0,8261.0,Female,Yes,Yes,High,Public company,No involvement,Yes,City,Never
33,1033,466158,47.0,4.0,1.0,2.0,7000.0,Female,Yes,Yes,Low,Private company,No involvement,No,City,Never
34,1034,462683,38.0,5.0,1.0,1.0,8261.0,Female,Yes,No,Low,Private company,No involvement,Yes,City,Intervention in Syria
35,1035,464425,40.0,1.0,1.0,4.0,17088.0,Male,No,Yes,Low,Private company,Some involvement,No,City,Never
36,1036,459108,23.0,5.0,0.0,1.0,7000.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
37,1037,459336,26.0,2.0,0.0,2.0,14566.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
38,1038,465151,59.0,1.0,1.0,6.0,7000.0,Male,Yes,Yes,Low,Private company,No involvement,No,City,Never
39,1039,462732,41.0,1.0,1.0,5.0,7000.0,Female,Yes,Yes,Low,Private company,No involvement,No,City,Never
40,1040,467692,43.0,1.0,1.0,5.0,12044.0,Female,Yes,No,Low,Private company,nan,No,City,Never
41,1041,466890,47.0,6.0,1.0,1.0,7000.0,Male,Yes,Yes,Average,Private company,nan,Yes,City,Intervention in Iraq
42,1042,460197,38.0,3.0,0.0,2.0,17088.0,Male,No,Yes,Low,Private company,nan,Yes,City,Never
43,1043,461764,41.0,1.0,0.0,5.0,7000.0,Female,No,Yes,Low,Private company,nan,No,City,Never
44,1044,464971,36.0,5.0,0.0,1.0,8261.0,Female,Yes,No,Low,Private company,No involvement,Yes,Country-side,Never
45,1045,465286,36.0,1.0,1.0,4.0,17088.0,Male,No,Yes,Low,Private company,nan,No,City,Never
46,1046,459701,47.0,3.0,1.0,2.0,10783.0,Male,No,No,Low,Private company,nan,Yes,City,Intervention in Libya
47,1047,464330,38.0,2.0,0.0,2.0,7000.0,Male,No,Yes,Low,Private company,nan,No,City,Never
48,1048,466323,28.0,1.0,1.0,3.0,12044.0,Male,No,No,Low,Government,No involvement,Yes,City,Never
49,1049,459788,36.0,1.0,0.0,4.0,7000.0,Female,No,Yes,Low,Private company,Strong involvement,Yes,City,Never
50,1050,466668,49.0,1.0,1.0,5.0,7000.0,Female,Yes,Yes,Low,Private company,No involvement,Yes,City,Never
51,1051,464058,86.0,1.0,0.0,9.0,7000.0,Male,Yes,Yes,Low,Private company,Some involvement,No,City,Never
52,1052,459699,61.0,3.0,1.0,3.0,18349.0,Female,nan,Yes,Average,Private company,No involvement,No,City,Never
53,1053,462980,28.0,5.0,1.0,1.0,8261.0,Male,No,Yes,Low,Private company,Strong involvement,No,City,Never
54,1054,463565,33.0,4.0,0.0,1.0,8261.0,Female,No,Yes,Low,Private company,Strong involvement,No,City,Never
55,1055,467361,26.0,4.0,0.0,1.0,7000.0,Female,Yes,No,Low,Nothing,No involvement,No,City,Never
56,1056,459970,40.0,2.0,0.0,2.0,8261.0,Male,No,Yes,Low,Private company,nan,No,City,Never
57,1057,465100,56.0,2.0,1.0,3.0,8261.0,Male,Yes,Yes,High,Private company,No involvement,No,City,Never
58,1058,462962,37.0,1.0,0.0,4.0,12044.0,Female,Yes,Yes,Low,Private company,nan,Yes,City,Never
59,1059,463724,29.0,5.0,1.0,1.0,7000.0,Male,No,No,Low,Private company,Some involvement,Yes,Country-side,Never
60,1060,461658,62.0,2.0,1.0,4.0,7000.0,Female,Yes,Yes,Average,Private company,nan,Yes,City,Intervention in Libya
61,1061,459033,56.0,1.0,1.0,6.0,7000.0,Female,Yes,Yes,Low,Private company,nan,No,City,Never
62,1062,462607,37.0,3.0,0.0,2.0,9522.0,Female,Yes,No,Average,Private company,No involvement,Yes,Country-side,Never
63,1063,462294,30.0,4.0,0.0,1.0,8261.0,Male,Yes,No,Average,Private company,Some involvement,No,City,Never
64,1064,467431,40.0,3.0,1.0,2.0,18349.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
65,1065,466289,19.0,5.0,0.0,1.0,9522.0,Male,No,No,Low,Private company,Some involvement,Yes,City,Never
66,1066,467445,31.0,2.0,0.0,2.0,17088.0,Male,Yes,No,Low,Government,No involvement,Yes,City,Never
67,1067,464293,30.0,4.0,1.0,1.0,8261.0,Male,No,Yes,Low,Private company,Some involvement,No,City,Never
68,1068,466577,30.0,1.0,0.0,3.0,8261.0,Male,No,Yes,Low,Private company,Some involvement,No,City,Never
69,1069,462756,23.0,4.0,1.0,1.0,8261.0,Female,No,No,Low,Private company,No involvement,No,City,Never
70,1070,464559,35.0,1.0,0.0,4.0,18349.0,Female,No,Yes,Low,Private company,Some involvement,No,City,Never
71,1071,464212,56.0,2.0,1.0,3.0,7000.0,Female,Yes,Yes,Average,Student,No involvement,No,City,Never
72,1072,464411,30.0,6.0,0.0,1.0,10783.0,Male,No,Yes,Low,Private company,Some involvement,Yes,City,Intervention in Iraq
73,1073,464240,52.0,1.0,0.0,6.0,7000.0,Male,Yes,No,Low,Private company,No involvement,Yes,City,Never
74,1074,463553,27.0,2.0,1.0,2.0,18349.0,Male,No,Yes,Low,Private company,nan,No,City,Never
75,1075,459967,27.0,3.0,1.0,1.0,18349.0,Male,No,Yes,Low,Private company,Strong involvement,No,City,Never
76,1076,463746,38.0,1.0,0.0,4.0,7000.0,Male,No,Yes,Low,Private company,nan,No,City,Never
77,1077,465702,32.0,1.0,0.0,4.0,8261.0,Male,No,Yes,Low,Private company,Strong involvement,Yes,Country-side,Never
78,1078,459796,66.0,3.0,1.0,3.0,7000.0,Male,Yes,Yes,Average,Private company,nan,No,City,Never
79,1079,462935,79.0,1.0,0.0,8.0,8261.0,Male,Yes,No,Low,Private company,Strong involvement,nan,nan,Never
80,1080,462323,70.0,2.0,1.0,4.0,7000.0,Female,Yes,Yes,Average,Government,No involvement,No,City,Never
81,1081,465513,43.0,2.0,1.0,3.0,8261.0,Male,No,Yes,Low,Private company,Strong involvement,No,City,Never
82,1082,461881,40.0,1.0,0.0,4.0,8261.0,Male,No,Yes,Low,Private company,nan,No,City,Never
83,1083,466207,37.0,4.0,1.0,1.0,18349.0,Female,Yes,Yes,Average,Government,No involvement,Yes,City,Never
84,1084,461124,19.0,8.0,0.0,1.0,8261.0,Male,No,No,Low,Private company,Some involvement,Yes,Country-side,Never
85,1085,466393,42.0,6.0,1.0,1.0,8261.0,Female,Yes,No,Low,Private company,Strong involvement,Yes,City,Never
86,1086,462199,33.0,3.0,0.0,2.0,17088.0,Female,No,No,Low,Private company,Some involvement,nan,nan,Never
87,1087,459537,47.0,3.0,0.0,2.0,18349.0,Female,No,Yes,Low,Nothing,No involvement,Yes,Country-side,Never
88,1088,463484,35.0,2.0,0.0,2.0,8261.0,Female,Yes,No,High,Private company,No involvement,No,City,Never
89,1089,459723,49.0,2.0,1.0,3.0,14566.0,Male,Yes,Yes,Average,Private company,nan,No,City,Never
90,1090,465456,59.0,5.0,1.0,2.0,10783.0,Female,Yes,Yes,High,Private company,nan,Yes,City,Intervention in Syria
91,1091,460634,39.0,6.0,0.0,1.0,7000.0,Female,No,No,Low,Private company,Strong involvement,Yes,City,Never
92,1092,461319,56.0,2.0,1.0,3.0,7000.0,Male,Yes,No,Average,Private company,nan,No,City,Never
93,1093,464106,55.0,2.0,0.0,3.0,8261.0,Male,Yes,Yes,Low,Private company,Strong involvement,No,City,Never
94,1094,460191,33.0,4.0,0.0,1.0,17088.0,Female,No,No,Low,Private company,Some involvement,No,City,Never
95,1095,466578,45.0,1.0,1.0,5.0,9522.0,Male,No,No,Low,Private company,nan,No,City,Never
96,1096,463237,20.0,5.0,0.0,1.0,8261.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
97,1097,465566,50.0,3.0,1.0,2.0,8261.0,Male,No,Yes,Low,Private company,nan,Yes,City,Never
98,1098,458997,61.0,2.0,1.0,4.0,8261.0,Male,Yes,Yes,Average,Private company,nan,No,City,Never
99,1099,465851,50.0,2.0,0.0,3.0,18349.0,Female,Yes,No,High,Private company,nan,Yes,Country-side,Never
100,1100,465640,50.0,2.0,1.0,3.0,15827.0,Male,Yes,Yes,Average,Private company,Strong involvement,No,City,Never
101,1101,466814,18.0,3.0,0.0,1.0,7000.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
102,1102,466021,87.0,1.0,0.0,9.0,8261.0,Male,No,No,Low,Self-employed,No involvement,No,City,Never
103,1103,465990,48.0,2.0,0.0,3.0,9522.0,Male,Yes,No,High,Public company,No involvement,Yes,City,Never
104,1104,461638,70.0,2.0,0.0,4.0,7000.0,Male,Yes,Yes,High,Private company,Strong involvement,No,City,Never
105,1105,467399,29.0,3.0,0.0,1.0,8261.0,Male,Yes,Yes,Low,Government,No involvement,No,City,Never
106,1106,466106,63.0,5.0,1.0,2.0,7000.0,Female,Yes,No,Average,Private company,No involvement,No,City,Never
107,1107,459428,43.0,2.0,0.0,3.0,7000.0,Female,No,No,Low,Student,No involvement,Yes,Country-side,Never
108,1108,459487,67.0,2.0,0.0,3.0,7000.0,Male,Yes,No,Low,Self-employed,No involvement,No,City,Never
109,1109,462483,63.0,2.0,1.0,4.0,8261.0,Male,Yes,Yes,Average,nan,nan,No,City,Never
110,1110,461853,20.0,3.0,0.0,1.0,14566.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
111,1111,463896,25.0,3.0,1.0,1.0,7000.0,Female,No,No,Low,Nothing,No involvement,Yes,City,Never
112,1112,467257,22.0,4.0,0.0,1.0,19610.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
113,1113,467792,21.0,4.0,0.0,1.0,7000.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
114,1114,460156,32.0,3.0,1.0,2.0,8261.0,Male,No,Yes,Low,Private company,Some involvement,No,City,Never
115,1115,462348,73.0,2.0,1.0,4.0,8261.0,Female,Yes,Yes,High,Self-employed,No involvement,No,City,Never
116,1116,465658,71.0,4.0,1.0,2.0,7000.0,Male,Yes,Yes,Average,Private company,Strong involvement,No,City,Never
117,1117,464757,42.0,5.0,0.0,1.0,7000.0,Female,Yes,No,Average,Public company,No involvement,Yes,Country-side,Never
118,1118,463005,40.0,2.0,1.0,2.0,19610.0,Female,Yes,Yes,Average,Nothing,No involvement,Yes,Country-side,Never
119,1119,464581,25.0,4.0,0.0,1.0,7000.0,Female,No,No,Low,Government,No involvement,No,City,Never
120,1120,464349,66.0,1.0,1.0,7.0,9522.0,Male,Yes,Yes,Low,Private company,nan,No,City,Never
121,1121,464256,40.0,2.0,1.0,2.0,7000.0,Male,Yes,Yes,Low,Private company,nan,No,City,Never
122,1122,459915,29.0,3.0,0.0,1.0,8261.0,Female,No,Yes,Low,Private company,Some involvement,Yes,Country-side,Never
123,1123,467656,31.0,5.0,0.0,1.0,8261.0,Male,No,Yes,Low,Private company,Some involvement,No,City,Never
124,1124,461885,49.0,5.0,1.0,1.0,10783.0,Female,Yes,Yes,High,Private company,nan,No,City,Never
125,1125,460735,35.0,4.0,0.0,1.0,8261.0,Male,Yes,Yes,Average,Private company,No involvement,Yes,City,Never
126,1126,459380,62.0,1.0,0.0,7.0,8261.0,Male,Yes,Yes,Low,Private company,No involvement,No,City,Never
127,1127,463901,35.0,6.0,1.0,1.0,7000.0,Male,Yes,No,Low,Private company,nan,Yes,Country-side,Never
128,1128,466434,53.0,4.0,1.0,2.0,7000.0,Male,Yes,Yes,Average,Private company,nan,No,City,Never
129,1129,467890,62.0,4.0,1.0,2.0,7000.0,Male,Yes,Yes,Average,Private company,Strong involvement,No,City,Never
130,1130,459922,65.0,1.0,0.0,7.0,7000.0,Male,Yes,Yes,Low,Self-employed,No involvement,Yes,Country-side,Never
131,1131,463109,61.0,2.0,1.0,4.0,18349.0,Male,Yes,Yes,High,Public company,No involvement,No,City,Never
132,1132,464955,38.0,6.0,1.0,1.0,8261.0,Female,Yes,No,Average,Private company,No involvement,Yes,Country-side,Never
133,1133,465095,48.0,4.0,1.0,2.0,8261.0,Male,Yes,Yes,High,Public company,No involvement,No,City,Never
134,1134,465434,26.0,7.0,1.0,1.0,8261.0,Female,No,Yes,Low,Private company,Some involvement,Yes,City,Never
135,1135,465096,86.0,1.0,0.0,9.0,23393.0,Male,Yes,No,Low,Self-employed,No involvement,No,City,Never
136,1136,466392,45.0,4.0,1.0,2.0,10783.0,Female,Yes,Yes,Average,Private company,No involvement,Yes,City,Never
137,1137,461794,19.0,5.0,0.0,1.0,13305.0,Female,No,No,Low,Private company,Some involvement,Yes,City,Never
138,1138,467236,40.0,1.0,1.0,4.0,12044.0,Female,No,Yes,Low,Self-employed,No involvement,No,City,Never
139,1139,462359,51.0,3.0,0.0,2.0,7000.0,Male,Yes,Yes,Low,Private company,Strong involvement,No,City,Never
140,1140,463532,67.0,3.0,1.0,3.0,18349.0,Female,Yes,Yes,Low,Private company,nan,No,City,Never
141,1141,464689,25.0,4.0,0.0,1.0,9522.0,Female,No,Yes,Low,Student,No involvement,Yes,Country-side,Never
142,1142,467489,30.0,1.0,0.0,3.0,7000.0,Male,No,Yes,Low,Private company,Some involvement,No,City,Never
143,1143,462537,78.0,1.0,1.0,8.0,7000.0,Male,No,Yes,Low,Private company,Strong involvement,No,City,Never
144,1144,464475,25.0,4.0,1.0,1.0,7000.0,Male,No,Yes,Low,Private company,Some involvement,No,City,Never
145,1145,467865,35.0,1.0,0.0,4.0,10783.0,Female,No,Yes,Low,Private company,nan,Yes,Country-side,Never
146,1146,465364,38.0,5.0,0.0,1.0,13305.0,Female,No,Yes,Low,Government,No involvement,Yes,City,Never
147,1147,463941,32.0,6.0,0.0,1.0,8261.0,Female,No,No,Low,Private company,nan,Yes,Country-side,Never
148,1148,461279,18.0,2.0,0.0,1.0,12044.0,Male,No,No,Low,Government,No involvement,No,City,Never
149,1149,462503,52.0,4.0,1.0,2.0,7000.0,Male,Yes,Yes,High,Public company,No involvement,No,City,Never
150,1150,460703,30.0,5.0,0.0,1.0,17088.0,Female,Yes,Yes,Average,Private company,No involvement,Yes,Country-side,Never
151,1151,465518,43.0,3.0,1.0,2.0,8261.0,Female,Yes,Yes,Average,Private company,nan,Yes,Country-side,Never
152,1152,464288,33.0,2.0,0.0,2.0,18349.0,Female,No,Yes,Low,Government,No involvement,No,City,Never
153,1153,466524,46.0,1.0,1.0,5.0,7000.0,Female,Yes,Yes,Low,Private company,nan,Yes,City,Never
154,1154,463102,41.0,2.0,0.0,3.0,7000.0,Male,No,No,Low,Private company,Strong involvement,No,City,Never
155,1155,463404,29.0,2.0,1.0,2.0,7000.0,Male,Yes,No,High,Government,No involvement,Yes,City,Never
156,1156,459951,53.0,1.0,0.0,6.0,7000.0,Male,Yes,Yes,Low,Private company,nan,No,City,Never
157,1157,461914,55.0,3.0,1.0,2.0,14566.0,Female,Yes,Yes,Low,Private company,nan,No,City,Never
158,1158,459918,43.0,1.0,1.0,5.0,8261.0,Female,No,Yes,Low,Private company,nan,Yes,City,Never
159,1159,459743,50.0,4.0,0.0,2.0,18349.0,Female,Yes,Yes,Average,Private company,nan,No,City,Never
160,1160,462643,38.0,3.0,0.0,2.0,7000.0,Female,Yes,Yes,Average,Private company,No involvement,Yes,Country-side,Never
161,1161,461834,42.0,2.0,1.0,3.0,15827.0,Female,No,Yes,Low,Private company,nan,No,City,Never
162,1162,467532,53.0,1.0,0.0,6.0,17088.0,Male,Yes,Yes,Low,Private company,nan,No,City,Never
163,1163,466247,51.0,4.0,1.0,2.0,7000.0,Female,nan,Yes,Low,Private company,nan,Yes,City,Never
164,1164,460418,35.0,2.0,0.0,2.0,18349.0,Female,No,Yes,Low,Private company,Strong involvement,No,City,Never
165,1165,467780,47.0,3.0,0.0,2.0,7000.0,Male,Yes,Yes,Low,Private company,nan,No,City,Never
166,1166,460367,73.0,2.0,1.0,4.0,8261.0,Male,Yes,Yes,Low,Private company,nan,No,City,Never
167,1167,462261,60.0,3.0,1.0,2.0,7000.0,Male,Yes,No,Average,Private company,No involvement,No,City,Never
168,1168,467075,31.0,2.0,0.0,2.0,18349.0,Female,Yes,No,Average,Nothing,No involvement,No,City,Never
169,1169,464954,23.0,4.0,0.0,1.0,8261.0,Male,No,No,Low,Private company,Some involvement,Yes,Country-side,Never
170,1170,467238,31.0,4.0,0.0,1.0,14566.0,Female,No,No,Low,Government,No involvement,No,City,Never
171,1171,463112,70.0,1.0,0.0,7.0,7000.0,Male,Yes,Yes,Low,Self-employed,No involvement,Yes,City,Never
172,1172,460612,33.0,4.0,1.0,1.0,18349.0,Male,No,Yes,Low,Private company,Strong involvement,Yes,City,Never
173,1173,460913,22.0,5.0,0.0,1.0,8261.0,Male,nan,No,Low,Private company,Some involvement,Yes,Country-side,Never
174,1174,462442,19.0,4.0,0.0,1.0,7000.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
175,1175,466278,31.0,2.0,0.0,2.0,7000.0,Female,No,No,Low,nan,nan,Yes,City,Never
176,1176,459013,47.0,4.0,1.0,2.0,10783.0,Male,Yes,Yes,Average,Private company,nan,No,City,Never
177,1177,465393,36.0,2.0,1.0,2.0,15827.0,Male,Yes,Yes,Average,Private company,nan,No,City,Never
178,1178,464607,49.0,4.0,1.0,2.0,7000.0,Female,Yes,Yes,Average,Private company,nan,Yes,City,Never
179,1179,467892,23.0,5.0,0.0,1.0,8261.0,Male,No,No,Low,Government,No involvement,No,City,Never
180,1180,462155,57.0,3.0,1.0,2.0,7000.0,Female,Yes,Yes,High,Private company,nan,No,City,Never
181,1181,464287,35.0,3.0,1.0,2.0,7000.0,Male,Yes,Yes,Average,Private company,nan,Yes,City,Never
182,1182,465551,48.0,2.0,1.0,3.0,7000.0,Female,Yes,Yes,Average,Private company,nan,Yes,City,Never
183,1183,461156,22.0,6.0,0.0,1.0,10783.0,Male,No,No,Low,Student,No involvement,Yes,City,Never
184,1184,462770,18.0,3.0,0.0,1.0,7000.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
185,1185,462920,50.0,5.0,1.0,1.0,7000.0,Male,Yes,No,High,Public company,No involvement,No,City,Never
186,1186,461131,68.0,4.0,0.0,2.0,7000.0,Male,Yes,Yes,High,Private company,nan,No,City,Never
187,1187,461114,45.0,4.0,1.0,2.0,8261.0,Male,Yes,Yes,Average,Private company,nan,Yes,City,Never
188,1188,463437,49.0,3.0,1.0,2.0,8261.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
189,1189,463915,21.0,5.0,0.0,1.0,7000.0,Female,No,Yes,Low,Private company,Some involvement,Yes,City,Never
190,1190,459443,50.0,2.0,1.0,3.0,17088.0,Female,Yes,Yes,Average,Private company,No involvement,No,City,Never
191,1191,460636,45.0,3.0,0.0,2.0,9522.0,Male,Yes,Yes,Average,Private company,nan,Yes,City,Never
192,1192,466067,69.0,5.0,1.0,2.0,7000.0,Male,Yes,Yes,Average,Private company,nan,Yes,City,Never
193,1193,465834,48.0,3.0,0.0,2.0,7000.0,Male,No,Yes,Low,Private company,Strong involvement,Yes,City,Never
194,1194,463864,81.0,2.0,1.0,5.0,7000.0,Male,Yes,No,High,Public company,No involvement,No,City,Never
195,1195,462672,25.0,4.0,0.0,1.0,15827.0,Male,No,No,Low,Private company,Some involvement,Yes,Country-side,Never
196,1196,463728,30.0,6.0,1.0,1.0,8261.0,Female,Yes,No,Average,Government,No involvement,No,City,Never
197,1197,467208,39.0,2.0,0.0,2.0,7000.0,Female,Yes,Yes,High,Nothing,No involvement,No,City,Never
198,1198,462485,37.0,2.0,0.0,2.0,7000.0,Female,Yes,No,Low,Private company,No involvement,No,City,Never
199,1199,463579,45.0,2.0,1.0,3.0,7000.0,Male,Yes,Yes,Average,Private company,nan,No,City,Never
200,1200,459245,38.0,4.0,1.0,1.0,7000.0,Female,Yes,No,Average,Private company,No involvement,No,City,Never
201,1201,459690,43.0,1.0,0.0,5.0,8261.0,Female,No,Yes,Low,Private company,nan,No,City,Never
202,1202,459411,74.0,1.0,0.0,8.0,17088.0,Male,Yes,No,Low,Self-employed,No involvement,No,City,Never
203,1203,461831,30.0,3.0,1.0,1.0,7000.0,Male,No,Yes,Low,Government,No involvement,No,City,Never
204,1204,463612,51.0,3.0,1.0,2.0,8261.0,Female,Yes,Yes,High,Private company,No involvement,No,City,Never
205,1205,460630,18.0,3.0,0.0,2.0,7000.0,Male,Yes,No,Average,Public company,No involvement,Yes,City,Never
206,1206,462480,40.0,4.0,0.0,1.0,9522.0,Male,No,No,Low,Private company,No involvement,No,City,Never
207,1207,464879,28.0,2.0,0.0,2.0,8261.0,Female,Yes,Yes,Average,Government,No involvement,Yes,Country-side,Never
208,1208,466548,45.0,2.0,1.0,3.0,8261.0,Female,Yes,Yes,Average,Private company,nan,No,City,Never
209,1209,467714,89.0,1.0,0.0,9.0,23393.0,Male,Yes,Yes,Low,Self-employed,No involvement,No,City,Never
210,1210,467249,43.0,1.0,0.0,5.0,8261.0,Female,No,Yes,Low,Student,No involvement,No,City,Never
211,1211,462562,25.0,6.0,1.0,1.0,7000.0,Female,No,Yes,Low,Private company,Strong involvement,Yes,City,Never
212,1212,466813,59.0,3.0,0.0,2.0,8261.0,Male,Yes,Yes,Low,Private company,nan,No,City,Never
213,1213,467758,50.0,2.0,1.0,4.0,8261.0,Female,Yes,Yes,Low,Government,No involvement,No,City,Never
214,1214,461359,28.0,4.0,0.0,1.0,8261.0,Male,Yes,Yes,Low,Private company,Some involvement,Yes,City,Intervention in Iraq
215,1215,463377,32.0,2.0,1.0,2.0,12044.0,Female,Yes,Yes,High,Nothing,No involvement,Yes,City,Never
216,1216,465801,37.0,6.0,1.0,1.0,17088.0,Male,nan,Yes,Low,Government,No involvement,No,City,Never
217,1217,463308,53.0,2.0,0.0,3.0,8261.0,Male,Yes,Yes,Low,Private company,No involvement,Yes,City,Never
218,1218,460877,47.0,5.0,1.0,1.0,7000.0,Female,Yes,No,Average,Private company,Some involvement,No,City,Never
219,1219,466222,51.0,3.0,1.0,2.0,13305.0,Male,Yes,No,Low,Public company,No involvement,Yes,City,Never
220,1220,461827,57.0,1.0,1.0,6.0,7000.0,Male,Yes,Yes,Low,Private company,nan,No,City,Never
221,1221,463493,42.0,4.0,1.0,2.0,7000.0,Male,Yes,Yes,High,Public company,No involvement,No,City,Never
222,1222,466607,18.0,2.0,0.0,1.0,9522.0,Male,No,No,Low,Student,No involvement,Yes,City,Never
223,1223,466244,30.0,3.0,1.0,1.0,10783.0,Female,No,No,Low,Private company,Some involvement,Yes,Country-side,Never
224,1224,460865,18.0,3.0,0.0,1.0,8261.0,Male,No,No,Low,Private company,Some involvement,Yes,Country-side,Never
225,1225,461974,47.0,1.0,0.0,5.0,7000.0,Female,Yes,Yes,Low,Private company,nan,No,City,Never
226,1226,464336,65.0,4.0,1.0,2.0,7000.0,Male,Yes,Yes,High,Public company,No involvement,No,City,Never
227,1227,461623,41.0,2.0,1.0,3.0,20871.0,Female,Yes,Yes,Average,Private company,nan,No,City,Never
228,1228,460180,27.0,2.0,0.0,2.0,20871.0,Female,Yes,Yes,Average,Student,No involvement,No,City,Never
229,1229,466114,52.0,5.0,1.0,2.0,8261.0,Male,Yes,Yes,Average,Private company,Strong involvement,No,City,Never
230,1230,467390,46.0,2.0,1.0,3.0,7000.0,Male,Yes,Yes,Low,Private company,nan,No,City,Never
231,1231,465620,37.0,3.0,1.0,2.0,17088.0,Male,No,Yes,Low,Private company,No involvement,No,City,Never
232,1232,465760,43.0,2.0,0.0,3.0,17088.0,Female,No,Yes,Low,Private company,No involvement,Yes,Country-side,Never
233,1233,459007,42.0,3.0,1.0,2.0,8261.0,Female,Yes,Yes,Average,Private company,nan,No,City,Never
234,1234,464939,43.0,1.0,0.0,5.0,7000.0,Male,No,No,Low,Private company,Strong involvement,Yes,Country-side,Never
