,ID,ID_ORIGINAL,Age,Household_Size,Spy,Satisfaction_Level,Household_Income,Gender,Foreign_Citizenship,Frequent_Traveler,Cellphone_Usage,Occupation,Political_Participation,Social_Person,Area_Residence,Military_Service
109,1109.0,462483.0,63.0,2.0,1.0,4.0,8261.0,Male,Yes,Yes,Average,Government,No involvement,No,City,Never
110,1110.0,461853.0,20.0,3.0,0.0,1.0,14566.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
111,1111.0,463896.0,25.0,3.0,1.0,1.0,7000.0,Female,No,No,Low,Nothing,No involvement,Yes,City,Never
112,1112.0,467257.0,22.0,4.0,0.0,1.0,19610.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
113,1113.0,467792.0,21.0,4.0,0.0,1.0,7000.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
114,1114.0,460156.0,32.0,3.0,1.0,2.0,8261.0,Male,No,Yes,Low,Private company,Some involvement,No,City,Never
115,1115.0,462348.0,73.0,2.0,1.0,4.0,8261.0,Female,Yes,Yes,High,Self-employed,No involvement,No,City,Never
116,1116.0,465658.0,71.0,4.0,1.0,2.0,7000.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
117,1117.0,464757.0,42.0,5.0,0.0,1.0,7000.0,Female,Yes,No,Average,Public company,No involvement,Yes,Country-side,Never
118,1118.0,463005.0,40.0,2.0,1.0,2.0,19610.0,Female,Yes,Yes,Average,Nothing,No involvement,Yes,Country-side,Never
119,1119.0,464581.0,25.0,4.0,0.0,1.0,7000.0,Female,No,No,Low,Government,No involvement,No,City,Never
120,1120.0,464349.0,66.0,1.0,1.0,7.0,9522.0,Male,Yes,Yes,Low,Private company,No involvement,No,City,Never
121,1121.0,464256.0,40.0,2.0,1.0,2.0,7000.0,Male,Yes,Yes,Low,Private company,No involvement,No,City,Never
122,1122.0,459915.0,29.0,3.0,0.0,1.0,8261.0,Female,No,Yes,Low,Private company,Some involvement,Yes,Country-side,Never
123,1123.0,467656.0,31.0,5.0,0.0,1.0,8261.0,Male,No,Yes,Low,Private company,Some involvement,No,City,Never
124,1124.0,461885.0,49.0,5.0,1.0,1.0,10783.0,Female,Yes,Yes,High,Private company,No involvement,No,City,Never
125,1125.0,460735.0,35.0,4.0,0.0,1.0,8261.0,Male,Yes,Yes,Average,Private company,No involvement,Yes,City,Never
126,1126.0,459380.0,62.0,1.0,0.0,7.0,8261.0,Male,Yes,Yes,Low,Private company,No involvement,No,City,Never
127,1127.0,463901.0,35.0,6.0,1.0,1.0,7000.0,Male,Yes,No,Low,Private company,No involvement,Yes,Country-side,Never
128,1128.0,466434.0,53.0,4.0,1.0,2.0,7000.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
129,1129.0,467890.0,62.0,4.0,1.0,2.0,7000.0,Male,Yes,Yes,Average,Private company,Strong involvement,No,City,Never
130,1130.0,459922.0,65.0,1.0,0.0,7.0,7000.0,Male,Yes,Yes,Low,Self-employed,No involvement,Yes,Country-side,Never
131,1131.0,463109.0,61.0,2.0,1.0,4.0,18349.0,Male,Yes,Yes,High,Public company,No involvement,No,City,Never
132,1132.0,464955.0,38.0,6.0,1.0,1.0,8261.0,Female,Yes,No,Average,Private company,No involvement,Yes,Country-side,Never
133,1133.0,465095.0,48.0,4.0,1.0,2.0,8261.0,Male,Yes,Yes,High,Public company,No involvement,No,City,Never
134,1134.0,465434.0,26.0,7.0,1.0,1.0,8261.0,Female,No,Yes,Low,Private company,Some involvement,Yes,City,Never
135,1135.0,465096.0,86.0,1.0,0.0,9.0,23393.0,Male,Yes,No,Low,Self-employed,No involvement,No,City,Never
136,1136.0,466392.0,45.0,4.0,1.0,1.0,10783.0,Female,Yes,Yes,Average,Private company,No involvement,Yes,City,Never
137,1137.0,461794.0,19.0,5.0,0.0,1.0,13305.0,Female,No,No,Low,Private company,Some involvement,Yes,City,Never
138,1138.0,467236.0,40.0,1.0,1.0,4.0,12044.0,Female,No,Yes,Low,Self-employed,No involvement,No,City,Never
139,1139.0,462359.0,51.0,3.0,0.0,2.0,7000.0,Male,Yes,Yes,Low,Private company,Strong involvement,No,City,Intervention in Iraq
140,1140.0,463532.0,67.0,3.0,1.0,3.0,18349.0,Female,Yes,Yes,Low,Private company,No involvement,No,City,Never
141,1141.0,464689.0,25.0,3.0,0.0,3.0,9522.0,Female,No,Yes,Low,Student,No involvement,Yes,Country-side,Never
142,1142.0,467489.0,30.0,1.0,0.0,3.0,7000.0,Male,No,Yes,Low,Private company,Some involvement,No,City,Never
143,1143.0,462537.0,78.0,1.0,1.0,8.0,7000.0,Male,No,Yes,Low,Private company,Strong involvement,No,City,Never
144,1144.0,464475.0,25.0,4.0,1.0,1.0,7000.0,Male,No,Yes,Low,Private company,Some involvement,No,City,Never
145,1145.0,467865.0,35.0,1.0,0.0,4.0,10783.0,Female,No,Yes,Low,Private company,No involvement,Yes,Country-side,Never
146,1146.0,465364.0,38.0,5.0,0.0,1.0,13305.0,Female,No,Yes,Low,Government,No involvement,Yes,City,Never
147,1147.0,463941.0,32.0,6.0,0.0,1.0,8261.0,Female,No,No,Low,Private company,No involvement,Yes,Country-side,Never
148,1148.0,461279.0,18.0,2.0,0.0,1.0,12044.0,Male,No,No,Low,Government,No involvement,No,City,Never
149,1149.0,462503.0,52.0,4.0,1.0,2.0,7000.0,Male,Yes,Yes,High,Public company,No involvement,No,City,Never
150,1150.0,460703.0,30.0,5.0,0.0,1.0,17088.0,Female,Yes,Yes,Average,Private company,No involvement,Yes,Country-side,Never
151,1151.0,465518.0,43.0,3.0,1.0,2.0,8261.0,Female,Yes,Yes,Average,Private company,No involvement,Yes,Country-side,Never
152,1152.0,464288.0,33.0,2.0,0.0,2.0,18349.0,Female,No,Yes,Low,Government,No involvement,No,City,Never
153,1153.0,466524.0,46.0,1.0,1.0,5.0,7000.0,Female,Yes,Yes,Low,Private company,No involvement,Yes,City,Never
154,1154.0,463102.0,41.0,2.0,0.0,3.0,7000.0,Male,No,No,Low,Private company,Strong involvement,No,City,Never
155,1155.0,463404.0,29.0,2.0,1.0,2.0,7000.0,Male,Yes,No,High,Government,No involvement,Yes,City,Never
156,1156.0,459951.0,53.0,1.0,0.0,6.0,7000.0,Male,Yes,Yes,Low,Private company,No involvement,No,City,Never
157,1157.0,461914.0,55.0,2.0,1.0,3.0,14566.0,Female,Yes,Yes,Low,Private company,No involvement,No,City,Never
158,1158.0,459918.0,43.0,1.0,1.0,5.0,8261.0,Female,No,Yes,Low,Private company,No involvement,Yes,City,Never
159,1159.0,459743.0,50.0,4.0,0.0,2.0,18349.0,Female,Yes,Yes,Average,Private company,No involvement,No,City,Never
160,1160.0,462643.0,38.0,3.0,0.0,2.0,7000.0,Female,Yes,Yes,Average,Private company,No involvement,Yes,Country-side,Never
161,1161.0,461834.0,42.0,2.0,1.0,3.0,15827.0,Female,No,Yes,Low,Private company,No involvement,No,City,Never
162,1162.0,467532.0,53.0,1.0,0.0,6.0,17088.0,Male,Yes,Yes,Low,Private company,No involvement,No,City,Never
163,1163.0,466247.0,51.0,4.0,1.0,2.0,7000.0,Female,No,Yes,Low,Private company,No involvement,Yes,City,Never
164,1164.0,460418.0,35.0,2.0,0.0,2.0,18349.0,Female,No,Yes,Low,Private company,Strong involvement,No,City,Never
165,1165.0,467780.0,47.0,3.0,0.0,2.0,7000.0,Male,Yes,Yes,Low,Private company,No involvement,No,City,Never
166,1166.0,460367.0,73.0,2.0,1.0,4.0,8261.0,Male,Yes,Yes,Low,Private company,No involvement,No,City,Never
167,1167.0,462261.0,60.0,3.0,1.0,2.0,7000.0,Male,Yes,No,Average,Private company,No involvement,No,City,Never
168,1168.0,467075.0,31.0,2.0,0.0,2.0,18349.0,Female,Yes,No,Average,Nothing,No involvement,No,City,Never
169,1169.0,464954.0,23.0,4.0,0.0,1.0,8261.0,Male,No,No,Low,Private company,Some involvement,Yes,Country-side,Never
170,1170.0,467238.0,31.0,4.0,0.0,1.0,14566.0,Female,No,No,Low,Government,No involvement,No,City,Never
171,1171.0,463112.0,70.0,1.0,0.0,7.0,7000.0,Male,Yes,Yes,Low,Self-employed,No involvement,Yes,City,Never
172,1172.0,460612.0,33.0,4.0,1.0,1.0,18349.0,Male,No,Yes,Low,Private company,Strong involvement,Yes,City,Never
173,1173.0,460913.0,22.0,5.0,0.0,1.0,8261.0,Male,No,No,Low,Private company,Some involvement,Yes,Country-side,Never
174,1174.0,462442.0,19.0,4.0,0.0,1.0,7000.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
175,1175.0,466278.0,31.0,2.0,0.0,2.0,7000.0,Female,No,No,Low,Government,No involvement,Yes,City,Never
176,1176.0,459013.0,47.0,4.0,1.0,2.0,10783.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
177,1177.0,465393.0,36.0,2.0,1.0,2.0,15827.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
178,1178.0,464607.0,49.0,4.0,1.0,2.0,7000.0,Female,Yes,Yes,Average,Private company,No involvement,Yes,City,Never
179,1179.0,467892.0,23.0,5.0,0.0,1.0,8261.0,Male,No,No,Low,Government,No involvement,No,City,Never
180,1180.0,462155.0,57.0,3.0,1.0,2.0,7000.0,Female,Yes,Yes,High,Private company,No involvement,No,City,Never
181,1181.0,464287.0,35.0,3.0,1.0,2.0,7000.0,Male,Yes,Yes,Average,Private company,No involvement,Yes,City,Never
182,1182.0,465551.0,48.0,2.0,1.0,3.0,7000.0,Female,Yes,Yes,Average,Private company,No involvement,Yes,City,Never
183,1183.0,461156.0,22.0,6.0,0.0,1.0,10783.0,Male,No,No,Low,Student,No involvement,Yes,City,Never
184,1184.0,462770.0,18.0,3.0,0.0,1.0,7000.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
185,1185.0,462920.0,50.0,5.0,1.0,1.0,7000.0,Male,Yes,No,High,Public company,No involvement,No,City,Never
186,1186.0,461131.0,68.0,5.0,0.0,2.0,7000.0,Male,Yes,Yes,High,Private company,No involvement,No,City,Never
187,1187.0,461114.0,45.0,4.0,1.0,2.0,8261.0,Male,Yes,Yes,Average,Private company,No involvement,Yes,City,Never
188,1188.0,463437.0,49.0,3.0,1.0,2.0,8261.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
189,1189.0,463915.0,21.0,5.0,0.0,1.0,7000.0,Female,No,Yes,Low,Private company,Some involvement,Yes,City,Never
190,1190.0,459443.0,50.0,2.0,1.0,3.0,17088.0,Female,Yes,Yes,Average,Private company,No involvement,No,City,Never
191,1191.0,460636.0,45.0,3.0,0.0,2.0,9522.0,Male,Yes,Yes,Average,Private company,No involvement,Yes,City,Never
192,1192.0,466067.0,69.0,5.0,1.0,2.0,7000.0,Male,Yes,Yes,Average,Private company,No involvement,Yes,City,Never
193,1193.0,465834.0,48.0,3.0,0.0,2.0,7000.0,Male,No,Yes,Low,Private company,Strong involvement,Yes,City,Never
194,1194.0,463864.0,81.0,2.0,1.0,5.0,7000.0,Male,Yes,No,High,Public company,No involvement,No,City,Never
195,1195.0,462672.0,25.0,4.0,0.0,1.0,15827.0,Male,No,No,Low,Private company,Some involvement,Yes,Country-side,Never
196,1196.0,463728.0,30.0,6.0,1.0,1.0,8261.0,Female,Yes,No,Average,Government,No involvement,No,City,Never
197,1197.0,467208.0,39.0,2.0,0.0,2.0,7000.0,Female,Yes,Yes,High,Nothing,No involvement,No,City,Never
198,1198.0,462485.0,37.0,2.0,0.0,2.0,7000.0,Female,Yes,No,Low,Private company,No involvement,No,City,Never
199,1199.0,463579.0,45.0,2.0,1.0,3.0,7000.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
200,1200.0,459245.0,38.0,4.0,1.0,1.0,7000.0,Female,Yes,No,Average,Private company,No involvement,No,City,Never
201,1201.0,459690.0,43.0,1.0,0.0,5.0,8261.0,Female,No,Yes,Low,Private company,No involvement,No,City,Never
202,1202.0,459411.0,74.0,1.0,0.0,8.0,17088.0,Male,Yes,No,Low,Self-employed,No involvement,No,City,Never
203,1203.0,461831.0,30.0,3.0,1.0,1.0,7000.0,Male,No,Yes,Low,Government,No involvement,No,City,Never
204,1204.0,463612.0,51.0,3.0,1.0,2.0,8261.0,Female,Yes,Yes,High,Private company,No involvement,No,City,Never
205,1205.0,460630.0,18.0,4.0,0.0,1.0,7000.0,Male,Yes,No,Average,Public company,No involvement,Yes,City,Never
206,1206.0,462480.0,40.0,4.0,0.0,1.0,9522.0,Male,No,No,Low,Private company,No involvement,No,City,Never
207,1207.0,464879.0,28.0,2.0,0.0,2.0,8261.0,Female,Yes,Yes,Average,Government,No involvement,Yes,Country-side,Never
208,1208.0,466548.0,45.0,2.0,1.0,3.0,8261.0,Female,Yes,Yes,Average,Private company,No involvement,No,City,Never
209,1209.0,467714.0,89.0,1.0,0.0,9.0,23393.0,Male,Yes,Yes,Low,Self-employed,No involvement,No,City,Never
210,1210.0,467249.0,43.0,1.0,0.0,5.0,8261.0,Female,No,Yes,Low,Student,No involvement,No,City,Never
211,1211.0,462562.0,25.0,6.0,1.0,1.0,7000.0,Female,No,Yes,Low,Private company,Strong involvement,Yes,City,Never
212,1212.0,466813.0,59.0,2.0,0.0,4.0,8261.0,Male,Yes,Yes,Low,Private company,No involvement,No,City,Never
213,1213.0,467758.0,50.0,4.0,1.0,1.0,8261.0,Female,Yes,Yes,Low,Government,No involvement,No,City,Never
214,1214.0,461359.0,28.0,4.0,0.0,1.0,8261.0,Male,Yes,Yes,Low,Private company,Some involvement,Yes,City,Intervention in Iraq
215,1215.0,463377.0,32.0,2.0,1.0,2.0,12044.0,Female,Yes,Yes,High,Nothing,No involvement,Yes,City,Never
216,1216.0,465801.0,37.0,6.0,1.0,1.0,17088.0,Male,No,Yes,Low,Government,No involvement,No,City,Never
